ID:639 has a score of 4.33, Letter grade: F
ID:179 has a score of 49.33, Letter grade: F
ID:222 has a score of 49.33, Letter grade: F
ID:534 has a score of 49.33, Letter grade: F
ID:740 has a score of 49.33, Letter grade: F
ID:211 has a score of 49.33, Letter grade: F
ID:622 has a score of 49.33, Letter grade: F
ID:694 has a score of 49.33, Letter grade: F
ID:795 has a score of 49.33, Letter grade: F
ID:249 has a score of 49.33, Letter grade: F
ID:620 has a score of 49.33, Letter grade: F
ID:179 has a score of 49.33, Letter grade: F
ID:222 has a score of 49.33, Letter grade: F
ID:534 has a score of 49.33, Letter grade: F
ID:740 has a score of 49.33, Letter grade: F
ID:211 has a score of 49.33, Letter grade: F
ID:622 has a score of 49.33, Letter grade: F
ID:694 has a score of 49.33, Letter grade: F
ID:795 has a score of 49.33, Letter grade: F
ID:249 has a score of 49.33, Letter grade: F
ID:620 has a score of 49.33, Letter grade: F
ID:179 has a score of 49.33, Letter grade: F
ID:222 has a score of 49.33, Letter grade: F
ID:534 has a score of 49.33, Letter grade: F
ID:740 has a score of 49.33, Letter grade: F
ID:211 has a score of 49.33, Letter grade: F
ID:622 has a score of 49.33, Letter grade: F
ID:694 has a score of 49.33, Letter grade: F
ID:795 has a score of 49.33, Letter grade: F
ID:249 has a score of 49.33, Letter grade: F
ID:620 has a score of 49.33, Letter grade: F
ID:179 has a score of 49.33, Letter grade: F
ID:222 has a score of 49.33, Letter grade: F
ID:534 has a score of 49.33, Letter grade: F
ID:740 has a score of 49.33, Letter grade: F
ID:211 has a score of 49.33, Letter grade: F
ID:622 has a score of 49.33, Letter grade: F
ID:694 has a score of 49.33, Letter grade: F
ID:795 has a score of 49.33, Letter grade: F
ID:249 has a score of 49.33, Letter grade: F
ID:620 has a score of 49.33, Letter grade: F
ID:179 has a score of 49.33, Letter grade: F
ID:222 has a score of 49.33, Letter grade: F
ID:534 has a score of 49.33, Letter grade: F
ID:740 has a score of 49.33, Letter grade: F
ID:211 has a score of 49.33, Letter grade: F
ID:622 has a score of 49.33, Letter grade: F
ID:694 has a score of 49.33, Letter grade: F
ID:795 has a score of 49.33, Letter grade: F
ID:676 has a score of 49.67, Letter grade: F
ID:250 has a score of 49.67, Letter grade: F
ID:239 has a score of 49.67, Letter grade: F
ID:952 has a score of 49.67, Letter grade: F
ID:297 has a score of 49.67, Letter grade: F
ID:676 has a score of 49.67, Letter grade: F
ID:250 has a score of 49.67, Letter grade: F
ID:239 has a score of 49.67, Letter grade: F
ID:952 has a score of 49.67, Letter grade: F
ID:297 has a score of 49.67, Letter grade: F
ID:676 has a score of 49.67, Letter grade: F
ID:250 has a score of 49.67, Letter grade: F
ID:239 has a score of 49.67, Letter grade: F
ID:952 has a score of 49.67, Letter grade: F
ID:297 has a score of 49.67, Letter grade: F
ID:676 has a score of 49.67, Letter grade: F
ID:250 has a score of 49.67, Letter grade: F
ID:239 has a score of 49.67, Letter grade: F
ID:952 has a score of 49.67, Letter grade: F
ID:297 has a score of 49.67, Letter grade: F
ID:676 has a score of 49.67, Letter grade: F
ID:250 has a score of 49.67, Letter grade: F
ID:239 has a score of 49.67, Letter grade: F
ID:952 has a score of 49.67, Letter grade: F
ID:297 has a score of 49.67, Letter grade: F
ID:409 has a score of 50.0, Letter grade: F
ID:789 has a score of 50.0, Letter grade: F
ID:276 has a score of 50.0, Letter grade: F
ID:169 has a score of 50.0, Letter grade: F
ID:592 has a score of 50.0, Letter grade: F
ID:933 has a score of 50.0, Letter grade: F
ID:838 has a score of 50.0, Letter grade: F
ID:409 has a score of 50.0, Letter grade: F
ID:789 has a score of 50.0, Letter grade: F
ID:276 has a score of 50.0, Letter grade: F
ID:169 has a score of 50.0, Letter grade: F
ID:592 has a score of 50.0, Letter grade: F
ID:933 has a score of 50.0, Letter grade: F
ID:838 has a score of 50.0, Letter grade: F
ID:409 has a score of 50.0, Letter grade: F
ID:789 has a score of 50.0, Letter grade: F
ID:276 has a score of 50.0, Letter grade: F
ID:169 has a score of 50.0, Letter grade: F
ID:592 has a score of 50.0, Letter grade: F
ID:933 has a score of 50.0, Letter grade: F
ID:838 has a score of 50.0, Letter grade: F
ID:409 has a score of 50.0, Letter grade: F
ID:789 has a score of 50.0, Letter grade: F
ID:276 has a score of 50.0, Letter grade: F
ID:169 has a score of 50.0, Letter grade: F
ID:592 has a score of 50.0, Letter grade: F
ID:933 has a score of 50.0, Letter grade: F
ID:838 has a score of 50.0, Letter grade: F
ID:409 has a score of 50.0, Letter grade: F
ID:789 has a score of 50.0, Letter grade: F
ID:276 has a score of 50.0, Letter grade: F
ID:169 has a score of 50.0, Letter grade: F
ID:592 has a score of 50.0, Letter grade: F
ID:933 has a score of 50.0, Letter grade: F
ID:838 has a score of 50.0, Letter grade: F
ID:409 has a score of 50.0, Letter grade: F
ID:789 has a score of 50.0, Letter grade: F
ID:276 has a score of 50.0, Letter grade: F
ID:169 has a score of 50.0, Letter grade: F
ID:592 has a score of 50.0, Letter grade: F
ID:933 has a score of 50.0, Letter grade: F
ID:838 has a score of 50.0, Letter grade: F
ID:409 has a score of 50.0, Letter grade: F
ID:789 has a score of 50.0, Letter grade: F
ID:276 has a score of 50.0, Letter grade: F
ID:169 has a score of 50.0, Letter grade: F
ID:592 has a score of 50.0, Letter grade: F
ID:933 has a score of 50.0, Letter grade: F
ID:838 has a score of 50.0, Letter grade: F
ID:102 has a score of 50.33, Letter grade: F
ID:853 has a score of 50.33, Letter grade: F
ID:505 has a score of 50.33, Letter grade: F
ID:722 has a score of 50.33, Letter grade: F
ID:946 has a score of 50.33, Letter grade: F
ID:102 has a score of 50.33, Letter grade: F
ID:853 has a score of 50.33, Letter grade: F
ID:505 has a score of 50.33, Letter grade: F
ID:722 has a score of 50.33, Letter grade: F
ID:946 has a score of 50.33, Letter grade: F
ID:102 has a score of 50.33, Letter grade: F
ID:853 has a score of 50.33, Letter grade: F
ID:505 has a score of 50.33, Letter grade: F
ID:722 has a score of 50.33, Letter grade: F
ID:946 has a score of 50.33, Letter grade: F
ID:102 has a score of 50.33, Letter grade: F
ID:853 has a score of 50.33, Letter grade: F
ID:505 has a score of 50.33, Letter grade: F
ID:722 has a score of 50.33, Letter grade: F
ID:946 has a score of 50.33, Letter grade: F
ID:102 has a score of 50.33, Letter grade: F
ID:853 has a score of 50.33, Letter grade: F
ID:505 has a score of 50.33, Letter grade: F
ID:722 has a score of 50.33, Letter grade: F
ID:946 has a score of 50.33, Letter grade: F
ID:354 has a score of 50.67, Letter grade: F
ID:344 has a score of 50.67, Letter grade: F
ID:699 has a score of 50.67, Letter grade: F
ID:287 has a score of 50.67, Letter grade: F
ID:340 has a score of 50.67, Letter grade: F
ID:977 has a score of 50.67, Letter grade: F
ID:726 has a score of 50.67, Letter grade: F
ID:354 has a score of 50.67, Letter grade: F
ID:344 has a score of 50.67, Letter grade: F
ID:699 has a score of 50.67, Letter grade: F
ID:287 has a score of 50.67, Letter grade: F
ID:340 has a score of 50.67, Letter grade: F
ID:977 has a score of 50.67, Letter grade: F
ID:726 has a score of 50.67, Letter grade: F
ID:354 has a score of 50.67, Letter grade: F
ID:344 has a score of 50.67, Letter grade: F
ID:699 has a score of 50.67, Letter grade: F
ID:287 has a score of 50.67, Letter grade: F
ID:340 has a score of 50.67, Letter grade: F
ID:977 has a score of 50.67, Letter grade: F
ID:726 has a score of 50.67, Letter grade: F
ID:354 has a score of 50.67, Letter grade: F
ID:344 has a score of 50.67, Letter grade: F
ID:699 has a score of 50.67, Letter grade: F
ID:287 has a score of 50.67, Letter grade: F
ID:340 has a score of 50.67, Letter grade: F
ID:977 has a score of 50.67, Letter grade: F
ID:726 has a score of 50.67, Letter grade: F
ID:354 has a score of 50.67, Letter grade: F
ID:344 has a score of 50.67, Letter grade: F
ID:699 has a score of 50.67, Letter grade: F
ID:287 has a score of 50.67, Letter grade: F
ID:340 has a score of 50.67, Letter grade: F
ID:977 has a score of 50.67, Letter grade: F
ID:726 has a score of 50.67, Letter grade: F
ID:354 has a score of 50.67, Letter grade: F
ID:344 has a score of 50.67, Letter grade: F
ID:699 has a score of 50.67, Letter grade: F
ID:287 has a score of 50.67, Letter grade: F
ID:340 has a score of 50.67, Letter grade: F
ID:977 has a score of 50.67, Letter grade: F
ID:726 has a score of 50.67, Letter grade: F
ID:354 has a score of 50.67, Letter grade: F
ID:344 has a score of 50.67, Letter grade: F
ID:699 has a score of 50.67, Letter grade: F
ID:287 has a score of 50.67, Letter grade: F
ID:340 has a score of 50.67, Letter grade: F
ID:977 has a score of 50.67, Letter grade: F
ID:726 has a score of 50.67, Letter grade: F
ID:353 has a score of 51.0, Letter grade: F
ID:674 has a score of 51.0, Letter grade: F
ID:880 has a score of 51.0, Letter grade: F
ID:175 has a score of 51.0, Letter grade: F
ID:403 has a score of 51.0, Letter grade: F
ID:422 has a score of 51.0, Letter grade: F
ID:265 has a score of 51.0, Letter grade: F
ID:778 has a score of 51.0, Letter grade: F
ID:236 has a score of 51.0, Letter grade: F
ID:353 has a score of 51.0, Letter grade: F
ID:674 has a score of 51.0, Letter grade: F
ID:880 has a score of 51.0, Letter grade: F
ID:175 has a score of 51.0, Letter grade: F
ID:403 has a score of 51.0, Letter grade: F
ID:422 has a score of 51.0, Letter grade: F
ID:265 has a score of 51.0, Letter grade: F
ID:778 has a score of 51.0, Letter grade: F
ID:236 has a score of 51.0, Letter grade: F
ID:353 has a score of 51.0, Letter grade: F
ID:674 has a score of 51.0, Letter grade: F
ID:880 has a score of 51.0, Letter grade: F
ID:175 has a score of 51.0, Letter grade: F
ID:403 has a score of 51.0, Letter grade: F
ID:422 has a score of 51.0, Letter grade: F
ID:265 has a score of 51.0, Letter grade: F
ID:778 has a score of 51.0, Letter grade: F
ID:236 has a score of 51.0, Letter grade: F
ID:353 has a score of 51.0, Letter grade: F
ID:674 has a score of 51.0, Letter grade: F
ID:880 has a score of 51.0, Letter grade: F
ID:175 has a score of 51.0, Letter grade: F
ID:403 has a score of 51.0, Letter grade: F
ID:422 has a score of 51.0, Letter grade: F
ID:265 has a score of 51.0, Letter grade: F
ID:778 has a score of 51.0, Letter grade: F
ID:236 has a score of 51.0, Letter grade: F
ID:353 has a score of 51.0, Letter grade: F
ID:674 has a score of 51.0, Letter grade: F
ID:880 has a score of 51.0, Letter grade: F
ID:175 has a score of 51.0, Letter grade: F
ID:403 has a score of 51.0, Letter grade: F
ID:422 has a score of 51.0, Letter grade: F
ID:265 has a score of 51.0, Letter grade: F
ID:778 has a score of 51.0, Letter grade: F
ID:236 has a score of 51.0, Letter grade: F
ID:353 has a score of 51.0, Letter grade: F
ID:674 has a score of 51.0, Letter grade: F
ID:880 has a score of 51.0, Letter grade: F
ID:175 has a score of 51.0, Letter grade: F
ID:403 has a score of 51.0, Letter grade: F
ID:422 has a score of 51.0, Letter grade: F
ID:265 has a score of 51.0, Letter grade: F
ID:778 has a score of 51.0, Letter grade: F
ID:236 has a score of 51.0, Letter grade: F
ID:353 has a score of 51.0, Letter grade: F
ID:674 has a score of 51.0, Letter grade: F
ID:880 has a score of 51.0, Letter grade: F
ID:175 has a score of 51.0, Letter grade: F
ID:403 has a score of 51.0, Letter grade: F
ID:422 has a score of 51.0, Letter grade: F
ID:265 has a score of 51.0, Letter grade: F
ID:778 has a score of 51.0, Letter grade: F
ID:236 has a score of 51.0, Letter grade: F
ID:353 has a score of 51.0, Letter grade: F
ID:674 has a score of 51.0, Letter grade: F
ID:880 has a score of 51.0, Letter grade: F
ID:175 has a score of 51.0, Letter grade: F
ID:403 has a score of 51.0, Letter grade: F
ID:422 has a score of 51.0, Letter grade: F
ID:265 has a score of 51.0, Letter grade: F
ID:778 has a score of 51.0, Letter grade: F
ID:236 has a score of 51.0, Letter grade: F
ID:353 has a score of 51.0, Letter grade: F
ID:674 has a score of 51.0, Letter grade: F
ID:880 has a score of 51.0, Letter grade: F
ID:175 has a score of 51.0, Letter grade: F
ID:403 has a score of 51.0, Letter grade: F
ID:422 has a score of 51.0, Letter grade: F
ID:265 has a score of 51.0, Letter grade: F
ID:778 has a score of 51.0, Letter grade: F
ID:236 has a score of 51.0, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:883 has a score of 51.33, Letter grade: F
ID:138 has a score of 51.33, Letter grade: F
ID:734 has a score of 51.33, Letter grade: F
ID:158 has a score of 51.33, Letter grade: F
ID:697 has a score of 51.33, Letter grade: F
ID:874 has a score of 51.33, Letter grade: F
ID:650 has a score of 51.33, Letter grade: F
ID:267 has a score of 51.33, Letter grade: F
ID:685 has a score of 51.33, Letter grade: F
ID:736 has a score of 51.33, Letter grade: F
ID:550 has a score of 51.67, Letter grade: F
ID:203 has a score of 51.67, Letter grade: F
ID:861 has a score of 51.67, Letter grade: F
ID:550 has a score of 51.67, Letter grade: F
ID:203 has a score of 51.67, Letter grade: F
ID:861 has a score of 51.67, Letter grade: F
ID:550 has a score of 51.67, Letter grade: F
ID:203 has a score of 51.67, Letter grade: F
ID:861 has a score of 51.67, Letter grade: F
ID:854 has a score of 52.0, Letter grade: F
ID:914 has a score of 52.0, Letter grade: F
ID:899 has a score of 52.0, Letter grade: F
ID:944 has a score of 52.0, Letter grade: F
ID:854 has a score of 52.0, Letter grade: F
ID:914 has a score of 52.0, Letter grade: F
ID:899 has a score of 52.0, Letter grade: F
ID:944 has a score of 52.0, Letter grade: F
ID:854 has a score of 52.0, Letter grade: F
ID:914 has a score of 52.0, Letter grade: F
ID:899 has a score of 52.0, Letter grade: F
ID:944 has a score of 52.0, Letter grade: F
ID:854 has a score of 52.0, Letter grade: F
ID:914 has a score of 52.0, Letter grade: F
ID:899 has a score of 52.0, Letter grade: F
ID:944 has a score of 52.0, Letter grade: F
ID:281 has a score of 52.33, Letter grade: F
ID:624 has a score of 52.33, Letter grade: F
ID:227 has a score of 52.33, Letter grade: F
ID:494 has a score of 52.33, Letter grade: F
ID:868 has a score of 52.33, Letter grade: F
ID:197 has a score of 52.33, Letter grade: F
ID:126 has a score of 52.33, Letter grade: F
ID:972 has a score of 52.33, Letter grade: F
ID:246 has a score of 52.33, Letter grade: F
ID:281 has a score of 52.33, Letter grade: F
ID:624 has a score of 52.33, Letter grade: F
ID:227 has a score of 52.33, Letter grade: F
ID:494 has a score of 52.33, Letter grade: F
ID:868 has a score of 52.33, Letter grade: F
ID:197 has a score of 52.33, Letter grade: F
ID:126 has a score of 52.33, Letter grade: F
ID:972 has a score of 52.33, Letter grade: F
ID:246 has a score of 52.33, Letter grade: F
ID:281 has a score of 52.33, Letter grade: F
ID:624 has a score of 52.33, Letter grade: F
ID:227 has a score of 52.33, Letter grade: F
ID:494 has a score of 52.33, Letter grade: F
ID:868 has a score of 52.33, Letter grade: F
ID:197 has a score of 52.33, Letter grade: F
ID:126 has a score of 52.33, Letter grade: F
ID:972 has a score of 52.33, Letter grade: F
ID:246 has a score of 52.33, Letter grade: F
ID:281 has a score of 52.33, Letter grade: F
ID:624 has a score of 52.33, Letter grade: F
ID:227 has a score of 52.33, Letter grade: F
ID:494 has a score of 52.33, Letter grade: F
ID:868 has a score of 52.33, Letter grade: F
ID:197 has a score of 52.33, Letter grade: F
ID:126 has a score of 52.33, Letter grade: F
ID:972 has a score of 52.33, Letter grade: F
ID:246 has a score of 52.33, Letter grade: F
ID:281 has a score of 52.33, Letter grade: F
ID:624 has a score of 52.33, Letter grade: F
ID:227 has a score of 52.33, Letter grade: F
ID:494 has a score of 52.33, Letter grade: F
ID:868 has a score of 52.33, Letter grade: F
ID:197 has a score of 52.33, Letter grade: F
ID:126 has a score of 52.33, Letter grade: F
ID:972 has a score of 52.33, Letter grade: F
ID:246 has a score of 52.33, Letter grade: F
ID:281 has a score of 52.33, Letter grade: F
ID:624 has a score of 52.33, Letter grade: F
ID:227 has a score of 52.33, Letter grade: F
ID:494 has a score of 52.33, Letter grade: F
ID:868 has a score of 52.33, Letter grade: F
ID:197 has a score of 52.33, Letter grade: F
ID:126 has a score of 52.33, Letter grade: F
ID:972 has a score of 52.33, Letter grade: F
ID:246 has a score of 52.33, Letter grade: F
ID:281 has a score of 52.33, Letter grade: F
ID:624 has a score of 52.33, Letter grade: F
ID:227 has a score of 52.33, Letter grade: F
ID:494 has a score of 52.33, Letter grade: F
ID:868 has a score of 52.33, Letter grade: F
ID:197 has a score of 52.33, Letter grade: F
ID:126 has a score of 52.33, Letter grade: F
ID:972 has a score of 52.33, Letter grade: F
ID:246 has a score of 52.33, Letter grade: F
ID:281 has a score of 52.33, Letter grade: F
ID:624 has a score of 52.33, Letter grade: F
ID:227 has a score of 52.33, Letter grade: F
ID:494 has a score of 52.33, Letter grade: F
ID:868 has a score of 52.33, Letter grade: F
ID:197 has a score of 52.33, Letter grade: F
ID:126 has a score of 52.33, Letter grade: F
ID:972 has a score of 52.33, Letter grade: F
ID:246 has a score of 52.33, Letter grade: F
ID:281 has a score of 52.33, Letter grade: F
ID:624 has a score of 52.33, Letter grade: F
ID:227 has a score of 52.33, Letter grade: F
ID:494 has a score of 52.33, Letter grade: F
ID:868 has a score of 52.33, Letter grade: F
ID:197 has a score of 52.33, Letter grade: F
ID:126 has a score of 52.33, Letter grade: F
ID:972 has a score of 52.33, Letter grade: F
ID:246 has a score of 52.33, Letter grade: F
ID:599 has a score of 52.67, Letter grade: F
ID:234 has a score of 52.67, Letter grade: F
ID:983 has a score of 52.67, Letter grade: F
ID:456 has a score of 52.67, Letter grade: F
ID:817 has a score of 52.67, Letter grade: F
ID:746 has a score of 52.67, Letter grade: F
ID:460 has a score of 52.67, Letter grade: F
ID:599 has a score of 52.67, Letter grade: F
ID:234 has a score of 52.67, Letter grade: F
ID:983 has a score of 52.67, Letter grade: F
ID:456 has a score of 52.67, Letter grade: F
ID:817 has a score of 52.67, Letter grade: F
ID:746 has a score of 52.67, Letter grade: F
ID:460 has a score of 52.67, Letter grade: F
ID:599 has a score of 52.67, Letter grade: F
ID:234 has a score of 52.67, Letter grade: F
ID:983 has a score of 52.67, Letter grade: F
ID:456 has a score of 52.67, Letter grade: F
ID:817 has a score of 52.67, Letter grade: F
ID:746 has a score of 52.67, Letter grade: F
ID:460 has a score of 52.67, Letter grade: F
ID:599 has a score of 52.67, Letter grade: F
ID:234 has a score of 52.67, Letter grade: F
ID:983 has a score of 52.67, Letter grade: F
ID:456 has a score of 52.67, Letter grade: F
ID:817 has a score of 52.67, Letter grade: F
ID:746 has a score of 52.67, Letter grade: F
ID:460 has a score of 52.67, Letter grade: F
ID:599 has a score of 52.67, Letter grade: F
ID:234 has a score of 52.67, Letter grade: F
ID:983 has a score of 52.67, Letter grade: F
ID:456 has a score of 52.67, Letter grade: F
ID:817 has a score of 52.67, Letter grade: F
ID:746 has a score of 52.67, Letter grade: F
ID:460 has a score of 52.67, Letter grade: F
ID:599 has a score of 52.67, Letter grade: F
ID:234 has a score of 52.67, Letter grade: F
ID:983 has a score of 52.67, Letter grade: F
ID:456 has a score of 52.67, Letter grade: F
ID:817 has a score of 52.67, Letter grade: F
ID:746 has a score of 52.67, Letter grade: F
ID:460 has a score of 52.67, Letter grade: F
ID:599 has a score of 52.67, Letter grade: F
ID:234 has a score of 52.67, Letter grade: F
ID:983 has a score of 52.67, Letter grade: F
ID:456 has a score of 52.67, Letter grade: F
ID:817 has a score of 52.67, Letter grade: F
ID:746 has a score of 52.67, Letter grade: F
ID:460 has a score of 52.67, Letter grade: F
ID:116 has a score of 53.0, Letter grade: F
ID:954 has a score of 53.0, Letter grade: F
ID:155 has a score of 53.0, Letter grade: F
ID:335 has a score of 53.0, Letter grade: F
ID:452 has a score of 53.0, Letter grade: F
ID:707 has a score of 53.0, Letter grade: F
ID:475 has a score of 53.0, Letter grade: F
ID:116 has a score of 53.0, Letter grade: F
ID:954 has a score of 53.0, Letter grade: F
ID:155 has a score of 53.0, Letter grade: F
ID:335 has a score of 53.0, Letter grade: F
ID:452 has a score of 53.0, Letter grade: F
ID:707 has a score of 53.0, Letter grade: F
ID:475 has a score of 53.0, Letter grade: F
ID:116 has a score of 53.0, Letter grade: F
ID:954 has a score of 53.0, Letter grade: F
ID:155 has a score of 53.0, Letter grade: F
ID:335 has a score of 53.0, Letter grade: F
ID:452 has a score of 53.0, Letter grade: F
ID:707 has a score of 53.0, Letter grade: F
ID:475 has a score of 53.0, Letter grade: F
ID:116 has a score of 53.0, Letter grade: F
ID:954 has a score of 53.0, Letter grade: F
ID:155 has a score of 53.0, Letter grade: F
ID:335 has a score of 53.0, Letter grade: F
ID:452 has a score of 53.0, Letter grade: F
ID:707 has a score of 53.0, Letter grade: F
ID:475 has a score of 53.0, Letter grade: F
ID:116 has a score of 53.0, Letter grade: F
ID:954 has a score of 53.0, Letter grade: F
ID:155 has a score of 53.0, Letter grade: F
ID:335 has a score of 53.0, Letter grade: F
ID:452 has a score of 53.0, Letter grade: F
ID:707 has a score of 53.0, Letter grade: F
ID:475 has a score of 53.0, Letter grade: F
ID:116 has a score of 53.0, Letter grade: F
ID:954 has a score of 53.0, Letter grade: F
ID:155 has a score of 53.0, Letter grade: F
ID:335 has a score of 53.0, Letter grade: F
ID:452 has a score of 53.0, Letter grade: F
ID:707 has a score of 53.0, Letter grade: F
ID:475 has a score of 53.0, Letter grade: F
ID:116 has a score of 53.0, Letter grade: F
ID:954 has a score of 53.0, Letter grade: F
ID:155 has a score of 53.0, Letter grade: F
ID:335 has a score of 53.0, Letter grade: F
ID:452 has a score of 53.0, Letter grade: F
ID:707 has a score of 53.0, Letter grade: F
ID:475 has a score of 53.0, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
ID:912 has a score of 53.33, Letter grade: F
ID:429 has a score of 53.33, Letter grade: F
ID:590 has a score of 53.33, Letter grade: F
ID:872 has a score of 53.33, Letter grade: F
ID:545 has a score of 53.33, Letter grade: F
ID:445 has a score of 53.33, Letter grade: F
ID:201 has a score of 53.33, Letter grade: F
ID:691 has a score of 53.33, Letter grade: F
ID:115 has a score of 53.33, Letter grade: F
ID:289 has a score of 53.33, Letter grade: F
